Image 1,Image 2,Player Name,Team Name,First Set,Total Cards,Released Date
https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb3.jpg,Cal Raleigh RC,Seattle Mariners,2022 Bowman Platinum, 100,NAN
https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb3.jpg,Jose Ramirez,Cleveland Guardians,2022 Bowman Platinum, 100,NAN
https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb3.jpg,MJ Melendez RC,Kansas City Royals,2022 Bowman Platinum, 100,NAN
https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb3.jpg,Elehuris Montero RC,Colorado Rockies,2022 Bowman Platinum, 100,NAN
https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb3.jpg,Joey Votto,Cincinnati Reds,2022 Bowman Platinum, 100,NAN
https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb3.jpg,Paul Goldschmidt,St. Louis Cardinals,2022 Bowman Platinum, 100,NAN
https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb3.jpg,Miguel Cabrera,Detroit Tigers,2022 Bowman Platinum, 100,NAN
https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb3.jpg,Mike Trout,Los Angeles Angels,2022 Bowman Platinum, 100,NAN
https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb3.jpg,Luis Robert,Chicago White Sox,2022 Bowman Platinum, 100,NAN
https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/341420/341420_20254234Thumb3.jpg,George Springer,Toronto Blue Jays,2022 Bowman Platinum, 100,NAN
https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb3.jpg,Fernando Tatis Jr.,San Diego Padres,2022 Finest, 125,"January 18, 2023"
https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb3.jpg,Wander Franco RC,Tampa Bay Rays,2022 Finest, 125,"January 18, 2023"
https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb3.jpg,Vidal Brujan RC,Tampa Bay Rays,2022 Finest, 125,"January 18, 2023"
https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb3.jpg,Shane Baz RC,Tampa Bay Rays,2022 Finest, 125,"January 18, 2023"
https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb3.jpg,Josh Lowe RC,Tampa Bay Rays,2022 Finest, 125,"January 18, 2023"
https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb3.jpg,Matt Manning RC,Detroit Tigers,2022 Finest, 125,"January 18, 2023"
https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb3.jpg,Jake Burger RC,Chicago White Sox,2022 Finest, 125,"January 18, 2023"
https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb3.jpg,Gavin Sheets RC,Chicago White Sox,2022 Finest, 125,"January 18, 2023"
https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb.jpg,https://www.tcdb.com/Images/Thumbs/Baseball/306280/306280_20476252Thumb3.jpg,Jeremy Pena RC,Houston Astros,2022 Finest, 125,"January 18, 2023"
